repo_url,script_path,language,failure_reason,fix_bucket,dependency,missing_path,fix_action,suggested_fix,log_path
https://github.com/ChenYangyao/dwarf_assembly_bias,docs/figures/plots_theory.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00028_20260318_081716.log
https://github.com/ChenYangyao/dwarf_assembly_bias,src/dwarf_assembly_bias/config.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00029_20260318_081716.log
https://github.com/ChenYangyao/dwarf_assembly_bias,src/dwarf_assembly_bias/sidm/jiang22/config.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00030_20260318_081716.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_1/extended_data_figure_1_bistableattractors.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00239_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_1/extended_data_figure_1_ddmlineattractor.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00240_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_1/extended_data_figure_1_rnnlineattractor.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00241_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_10/panel_d.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00242_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_10/panel_e.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00243_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_10/panels_a-c.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00244_20260318_140823.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_3/panels_a-d.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00253_20260318_140828.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_3/panels_e-h.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00254_20260318_140828.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_3/panels_i-k.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00255_20260318_140828.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_4/panel_a.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00258_20260318_140828.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_4/panels_b-c.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00259_20260318_140828.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_4/panels_f-i.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00260_20260318_140829.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_4/panels_j-m.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00261_20260318_140832.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_5/panel_e.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00264_20260318_140833.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_5/panel_f.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00265_20260318_140833.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_5/panel_g.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00266_20260318_140834.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_5/panels_b-d.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00267_20260318_140834.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/extended_data_figure_6/panel_h.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00275_20260318_140834.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/figure1/panels_d-h.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00285_20260318_140836.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/figure2/panels_c-h.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00287_20260318_140836.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/figure3/panel_e.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00288_20260318_140837.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/figure3/panel_f.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00289_20260318_140838.log
https://github.com/Brody-Lab/decision_dynamics_commitment,code/figure3/panels_a-d.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00290_20260318_140838.log
https://github.com/EricArcher/rfPermute,R/plotImpPreds.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00329_20260318_081942.log
https://github.com/EricArcher/rfPermute,R/plotInbag.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00330_20260318_081943.log
https://github.com/EricArcher/rfPermute,R/plotNull.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00331_20260318_081943.log
https://github.com/EricArcher/rfPermute,R/plotPredictedProbs.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00332_20260318_081943.log
https://github.com/EricArcher/rfPermute,R/plotProximity.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00333_20260318_081943.log
https://github.com/EricArcher/rfPermute,R/plotTrace.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00334_20260318_081943.log
https://github.com/EricArcher/rfPermute,R/plotVotes.R,r,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00335_20260318_081943.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/examples/babel-webpack/src/config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00347_20260318_081945.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/examples/babel-webpack/webpack.config.babel.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00348_20260318_081945.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/clients/configservice.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00349_20260318_081946.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/clients/configservice.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00350_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/dist-tools/webpack.config.rn-core.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00351_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/dist-tools/webpack.config.rn-dep.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00352_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/dist-tools/webpack.config.rn.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00353_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/lib/config.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00354_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/lib/config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00355_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/lib/config_service_placeholders.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00356_20260318_081947.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/lib/config_use_dualstack.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00357_20260318_081949.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/node_modules/aws-sdk/lib/region_config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00358_20260318_081949.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/amazon-cognito-identity-js/webpack.config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00359_20260318_081950.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/clients/configservice.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00360_20260318_081951.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/clients/configservice.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00361_20260318_081951.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/dist-tools/webpack.config.rn-core.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00362_20260318_081951.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/dist-tools/webpack.config.rn-dep.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00363_20260318_081951.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/dist-tools/webpack.config.rn.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00364_20260318_081952.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/lib/config.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00365_20260318_081952.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/lib/config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00366_20260318_081953.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/lib/config_service_placeholders.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00367_20260318_081953.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/lib/config_use_dualstack.d.ts,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00368_20260318_081955.log
https://github.com/ElucidataInc/ElMaven,bin/node_modules/aws-sdk/lib/region_config.js,,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00369_20260318_081955.log
https://github.com/Gaius-Augustus/Augustus,tests/short/examples/create_default_config.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00370_20260318_081955.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,packages/config_manager/config_manager/base_configuration.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00378_20260318_114556.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,packages/config_manager/config_manager/config_template.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00380_20260318_114556.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/fig2.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00387_20260318_140838.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/fig3.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00388_20260318_140839.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/fig4.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00389_20260318_140840.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/fig5.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00390_20260318_140841.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS1-monkey-behavior.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00391_20260318_140842.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS10-rnn.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00392_20260318_140842.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS2-TME.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00393_20260318_140842.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS3-example-cca.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00394_20260318_140843.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS4-decoding.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00395_20260318_140844.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS5-mouse-behavior.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00396_20260318_140845.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS6-mouse-additional.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00397_20260318_140846.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS7-topology.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00398_20260318_140846.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,paper/figS8-RW.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00399_20260318_140847.log
https://github.com/BeNeuroLab/2022-preserved-dynamics,rnn/simulation/config_template.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00400_20260318_114556.log
https://github.com/Illumina/manta,src/python/bin/configManta.py,python,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00401_20260318_082917.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 1/edf_1lmn/edf_1l.py,python,path_error:/nas/jhp/publication-figures/data/github_repos/Merad-Lab__Hegde_Myelopoiesis_Epigenetics/Code,path_error,,,Quote paths or use script_path relative to repo root,Quote paths or use script_path relative to repo root,logs/repro_runs/run_00500_20260318_082922.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 1/edf_1lmn/edf_1m.py,python,path_error:/nas/jhp/publication-figures/data/github_repos/Merad-Lab__Hegde_Myelopoiesis_Epigenetics/Code,path_error,,,Quote paths or use script_path relative to repo root,Quote paths or use script_path relative to repo root,logs/repro_runs/run_00501_20260318_082922.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 1/edf_1lmn/edf_1n.py,python,path_error:/nas/jhp/publication-figures/data/github_repos/Merad-Lab__Hegde_Myelopoiesis_Epigenetics/Code,path_error,,,Quote paths or use script_path relative to repo root,Quote paths or use script_path relative to repo root,logs/repro_runs/run_00502_20260318_082922.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 1/edf_1o/edf_1o.py,python,path_error:/nas/jhp/publication-figures/data/github_repos/Merad-Lab__Hegde_Myelopoiesis_Epigenetics/Code,path_error,,,Quote paths or use script_path relative to repo root,Quote paths or use script_path relative to repo root,logs/repro_runs/run_00503_20260318_082922.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10a/1_Hu2023_PMID-36869384_GEO-GSE207422_pre-process.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00504_20260318_140850.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10a/2_Hu2023_PMID-36869384_GEO-GSE207422_analysis.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00505_20260318_140851.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10b/2_Bassez2021_PMID-33958794_pre-process_2.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00508_20260318_140853.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10b/3_Bassez2021_PMID-33958794_analysis.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00509_20260318_140854.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10c-d/1_Chen2024_PMID-38981439_GEO-GSE236581_pre-process.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00511_20260318_140854.log
https://github.com/Merad-Lab/Hegde_Myelopoiesis_Epigenetics,Code for figure panels/EDF 10/edf_10c-d/2_Chen2024_PMID-38981439_GEO-GSE236581_analysis.ipynb,notebook,nonzero_exit,nonzero_exit,,,Inspect logs for exit code; ensure dependencies and data are available,Inspect logs for exit code; ensure dependencies and data are available,logs/repro_runs/run_00512_20260318_140856.log
